"","gene_id","gene_symbol","number_of_mirs_targeting","TF","gene_fxn_pigm","kd_pt_fA6"
"","37896","CG3419",26,NA,NA,NA
"","32173","CG1950",10,NA,NA,NA
"","33025","Rab10",26,NA,NA,NA
"","5740318","CG34318",29,NA,NA,NA
"","3772396","seq",11,NA,NA,NA
"","42297","nos",29,NA,NA,NA
"","251430","pen-2",10,NA,NA,NA
"","44275","SoxN",25,"y","D","L"
"","37893","slik",64,NA,NA,NA
"","38382","CG32278",13,NA,NA,NA
"","40483","CG12546",5,NA,NA,NA
"","2768682","CG33340",8,NA,NA,NA
"","43559","CG7911",4,NA,NA,NA
"","39657","CG7011",10,NA,NA,NA
"","32892","CG7406",11,NA,NA,NA
"","35913","ana",30,NA,NA,NA
"","31342","VhaAC39",19,NA,NA,NA
"","42394","CG10889",18,NA,NA,NA
"","34148","CG7627",8,NA,NA,NA
"","39983","Ir75c",7,NA,NA,NA
"","318231","Sdic3",23,NA,NA,NA
"","36017","Orc6",14,NA,NA,NA
"","43096","CG5053",50,NA,NA,NA
"","34963","CG5869",39,NA,NA,NA
"","35679","dpa",8,NA,NA,NA
"","42055","CG18213",19,NA,NA,NA
"","3772412","CG4970",28,NA,NA,NA
"","34957","pkaap",27,NA,NA,NA
"","42100","CG5873",27,NA,NA,NA
"","47285","repo",20,NA,NA,NA
"","38490","Chd64",22,NA,NA,NA
"","38657","vn",46,NA,NA,NA
"","36337","garz",17,NA,NA,NA
"","37336","maf-S",10,NA,NA,NA
"","40501","CG11226",7,NA,NA,NA
"","34342","CG13133",12,NA,NA,NA
"","35342","Pomp",14,NA,NA,NA
"","43560","Nlp",9,NA,NA,NA
"","37142","sec6",14,NA,NA,NA
"","35658","CG11112",4,NA,NA,NA
"","33651","CG15439",16,NA,NA,NA
"","43781","RhoGAP102A",9,NA,NA,NA
"","42766","CG17380",23,NA,NA,NA
"","34409","CG5091",26,NA,NA,NA
"","39653","FucTA",49,NA,NA,NA
"","40296","CG11396",1,NA,NA,NA
"","33026","CG17065",4,NA,NA,NA
"","43150","HLHmdelta",35,NA,NA,NA
"","39321","CG6038",14,NA,NA,NA
"","39436","CG10688",10,NA,NA,NA
"","33492","CG8814",19,NA,NA,NA
"","53448","meso18E",24,NA,NA,NA
"","42754","CG6763",1,NA,NA,NA
"","33511","CG17264",22,NA,NA,NA
"","3771877","Adh",42,NA,NA,NA
"","33541","CG9663",20,NA,NA,NA
"","42215","koko",19,NA,NA,NA
"","42027","CG10326",40,NA,NA,NA
"","5740691","CG41265",13,NA,NA,NA
"","31011","Dredd",21,NA,NA,NA
"","32839","CG6461",13,NA,NA,NA
"","36592","Shroom",32,NA,NA,NA
"","5740599","pgc",18,NA,NA,NA
"","31160","CG3587",20,NA,NA,NA
"","43788","Hcf",44,NA,NA,NA
"","249663","hoe1",23,NA,NA,NA
"","33215","CG11885",12,NA,NA,NA
"","34872","mol",36,NA,NA,NA
"","43720","CG1635",11,NA,NA,NA
"","31553","CG3774",15,NA,NA,NA
"","8674049","Pif1A",35,NA,NA,NA
"","42930","CG13624",32,NA,NA,NA
"","35914","CG8083",9,NA,NA,NA
"","34725","CG16815",23,NA,NA,NA
"","44154","Hmgs",14,NA,NA,NA
"","40303","CG3618",7,NA,NA,NA
"","37121","slim",32,NA,NA,NA
"","34160","CG13384",33,NA,NA,NA
"","37233","Fak56D",35,NA,NA,NA
"","38001","zip",24,NA,NA,NA
"","41995","Pak3",29,NA,NA,NA
"","44058","Dot",15,NA,NA,NA
"","39826","fax",41,NA,NA,NA
"","53471","SP555",38,NA,NA,NA
"","36589","Ih",33,NA,NA,NA
"","32599","CG9921",27,NA,NA,NA
"","35375","CG9257",24,NA,NA,NA
"","40733","CG2017",19,NA,NA,NA
"","33224","cbt",31,NA,NA,NA
"","43811","myoglianin",33,NA,NA,NA
"","30986","Cyp4g1",34,NA,NA,NA
"","36384","Galpha49B",47,NA,NA,NA
"","4379919","CG17698",23,NA,NA,NA
"","3772105","CG9130",32,NA,NA,NA
"","246653","CG30497",39,NA,NA,NA
"","36405","Taz",24,NA,NA,NA
"","38034","CG16940",22,NA,NA,NA
"","42993","Hr96",27,NA,NA,NA
"","40810","CG15177",16,NA,NA,NA
"","40989","Ctr1B",38,NA,NA,NA
"","43156","HLHm3",38,NA,NA,NA
"","31322","CG32791",40,NA,NA,NA
"","39311","CG32085",39,NA,NA,NA
"","31496","CG3125",29,NA,NA,NA
"","41891","CG5205",19,NA,NA,NA
"","32169","Usp7",34,NA,NA,NA
"","40200","CG7365",13,NA,NA,NA
"","43415","Doa",40,NA,NA,NA
"","318624","CG31202",15,NA,NA,NA
"","3772218","CG33649",29,NA,NA,NA
"","32485","Ac13E",50,NA,NA,NA
"","246634","CG30472",9,NA,NA,NA
"","38023","Vdup1",24,NA,NA,NA
"","42293","Cyp12a5",17,NA,NA,NA
"","39314","Sug",39,NA,NA,NA
"","42387","CG4836",24,NA,NA,NA
"","326189","CG32068",8,NA,NA,NA
"","31579","kdn",32,NA,NA,NA
"","42903","CG5746",39,NA,NA,NA
"","42501","Rab11",28,NA,NA,NA
"","40739","Rm62",38,NA,NA,NA
"","32342","CG11103",25,NA,NA,NA
"","31017","sdk",38,NA,NA,NA
"","31425","Ptp4E",38,NA,NA,NA
"","31374","CG2982",9,NA,NA,NA
"","36724","CG12963",21,NA,NA,NA
"","41638","CG8795",14,NA,NA,NA
"","40964","CG18249",16,NA,NA,NA
"","37762","CG9850",40,NA,NA,NA
"","37007","Sema-1b",51,NA,NA,NA
"","39309","CG11660",18,NA,NA,NA
"","48317","ttk",60,NA,NA,NA
"","33519","CG17260",14,NA,NA,NA
"","39086","CG3967",55,NA,NA,NA
"","2768929","CG33298",53,NA,NA,NA
"","31835","APC4",15,NA,NA,NA
"","36095","Ir47a",37,NA,NA,NA
"","30985","ase",31,NA,NA,NA
"","43513","CG7837",16,NA,NA,NA
"","5740640","CG34289",16,NA,NA,NA
"","42162","sr",42,NA,NA,NA
"","34485","CG17124",43,NA,NA,NA
"","42059","Dad",37,NA,NA,NA
"","36912","CG15609",29,NA,NA,NA
"","32576","CG42353",53,NA,NA,NA
"","35832","mtt",37,NA,NA,NA
"","36147","CG30015",23,NA,NA,NA
"","32680","CG4880",31,NA,NA,NA
"","34132","Btk29A",31,NA,NA,NA
"","45587","nompA",15,NA,NA,NA
"","39874","CG13025",34,NA,NA,NA
"","39063","PGRP-LC",31,NA,NA,NA
"","39889","Lmpt",42,NA,NA,NA
"","43895","E23",29,NA,NA,NA
"","246627","CG30463",33,NA,NA,NA
"","33049","CG1812",29,NA,NA,NA
"","170878","Obp83g",12,NA,NA,NA
"","41359","CG17734",27,NA,NA,NA
"","36875","CG5267",16,NA,NA,NA
"","42678","CG17625",14,NA,NA,NA
"","38110","CG13908",43,NA,NA,NA
"","49505","fs(2)ltoPP43",36,NA,NA,NA
"","326170","CG31886",24,NA,NA,NA
"","32242","mRpL49",3,NA,NA,NA
"","39878","CG9674",34,NA,NA,NA
"","37072","CG5742",25,NA,NA,NA
"","41312","CG4596",41,NA,NA,NA
"","35262","CG10631",34,NA,NA,NA
"","39716","comm2",25,NA,NA,NA
"","43694","CG12054",38,NA,NA,NA
"","39173","Nc",30,NA,NA,NA
"","42719","CG13838",15,NA,NA,NA
"","41287","CG14691",10,NA,NA,NA
"","44233","fray",30,NA,NA,NA
"","40070","CG6836",13,NA,NA,NA
"","50252","CG30377",19,NA,NA,NA
"","36053","CG1371",20,NA,NA,NA
"","39536","Gl",31,NA,NA,NA
"","246454","CG30096",14,NA,NA,NA
"","39065","UGP",39,NA,NA,NA
"","42481","Calx",43,NA,NA,NA
"","38479","CG1136",42,NA,NA,NA
"","2769001","zormin",26,NA,NA,NA
"","40967","CG9636",69,NA,NA,NA
"","35241","CG10137",28,NA,NA,NA
"","34023","CG5973",16,NA,NA,NA
"","34665","bun",33,NA,NA,NA
"","40510","slif",30,NA,NA,NA
"","36742","CG8249",13,NA,NA,NA
"","37165","Mctp",41,NA,NA,NA
"","44441","Bem46",24,NA,NA,NA
"","32757","unc-4",42,NA,NA,NA
"","31430","CG32767",43,NA,NA,NA
"","32300","CG1998",12,NA,NA,NA
"","37089","fj",27,NA,NA,NA
"","38649","Myt1",23,NA,NA,NA
"","317953","CG32281",11,NA,NA,NA
"","33984","CG13776",14,NA,NA,NA
"","37323","Mgat1",27,NA,NA,NA
"","39223","Cpr67Fa1",21,NA,NA,NA
"","31065","CG11380",33,NA,NA,NA
"","43105","LpR2",50,NA,NA,NA
"","38597","CG4623",15,NA,NA,NA
"","37451","MESK2",77,NA,NA,NA
"","42958","CG6995",34,NA,NA,NA
"","43656","tll",19,NA,NA,NA
"","31826","rdgA",17,NA,NA,NA
"","44018","cas",31,NA,NA,NA
"","35372","CG9259",14,NA,NA,NA
"","50402","CG15345",15,NA,NA,NA
"","117294","Dsp1",42,NA,NA,NA
"","38677","CG32406",39,NA,NA,NA
"","35933","shrb",14,NA,NA,NA
"","35109","CG15160",37,NA,NA,NA
"","326154","CG31689",21,NA,NA,NA
"","39491","trn",33,NA,NA,NA
"","31728","Ubc-E2H",37,NA,NA,NA
"","31653","CG4607",28,NA,NA,NA
"","3772427","primo-2",28,NA,NA,NA
"","40464","Ten-m",52,NA,NA,NA
"","45683","milt",47,NA,NA,NA
"","39419","eyg",17,NA,NA,NA
"","39901","Exn",14,NA,NA,NA
"","34847","noc",35,"y","D","L"
"","33593","CG3604",18,NA,NA,NA
"","42512","CG10824",26,NA,NA,NA
"","35929","CG18659",27,NA,NA,NA
"","36495","cid",19,NA,NA,NA
"","34726","Prosalpha6T",10,NA,NA,NA
"","35800","dpn",28,NA,NA,NA
"","38970","CG6683",24,NA,NA,NA
"","34669","nub",51,NA,NA,NA
"","40722","CG10999",9,NA,NA,NA
"","37185","sano",41,NA,NA,NA
"","33902","CG9531",18,NA,NA,NA
"","44849","pnr",28,NA,NA,NA
"","39880","CG13024",21,NA,NA,NA
"","37414","Xpd",19,NA,NA,NA
"","35587","Cyp6a2",9,NA,NA,NA
"","39232","CG7888",30,NA,NA,NA
"","4379844","CG34113",49,NA,NA,NA
"","34117","CG8451",28,NA,NA,NA
"","33488","CG2991",39,NA,NA,NA
"","35749","CG14764",28,NA,NA,NA
"","41339","nocturnin",19,NA,NA,NA
"","42592","CG13409",20,NA,NA,NA
"","31408","Proc-R",43,NA,NA,NA
"","39902","CG3764",36,NA,NA,NA
"","32604","Fur2",42,NA,NA,NA
"","53431","Best1",38,NA,NA,NA
"","34258","CG3759",14,NA,NA,NA
"","33685","CG12194",30,NA,NA,NA
"","38184","CG7879",21,NA,NA,NA
"","37453","CG10494",30,NA,NA,NA
"","37979","CG34413",20,NA,NA,NA
"","31659","fz4",33,NA,NA,NA
"","36131","CG33144",29,NA,NA,NA
"","38698","loj",22,NA,NA,NA
"","39861","Galpha73B",19,NA,NA,NA
"","40791","CG10277",42,NA,NA,NA
"","44129","hbs",25,NA,NA,NA
"","38193","ABCB7",15,NA,NA,NA
"","43413","CG14526",16,NA,NA,NA
"","33218","ex",43,NA,NA,NA
"","37277","18w",49,NA,NA,NA
"","41427","Sbf",43,NA,NA,NA
"","38068","CG17180",19,NA,NA,NA
"","44669","cwo",37,NA,NA,NA
"","33851","CG13995",42,NA,NA,NA
"","43647","CG15543",13,NA,NA,NA
"","5740195","CG34232",21,NA,NA,NA
"","35687","CG1600",25,NA,NA,NA
"","41434","CG6959",40,NA,NA,NA
"","38056","mthl9",20,NA,NA,NA
"","44263","Sara",27,NA,NA,NA
"","35333","CG9316",24,NA,NA,NA
"","33424","CG9867",10,NA,NA,NA
"","33183","CG11617",30,NA,NA,NA
"","44747","msk",28,NA,NA,NA
"","36002","CG42347",16,NA,NA,NA
"","42601","CG31163",37,NA,NA,NA
"","50225","Prosap",50,NA,NA,NA
"","39684","CG7739",29,NA,NA,NA
"","5740186","CG34265",16,NA,NA,NA
"","41070","CG11967",14,NA,NA,NA
"","31665","brk",43,NA,NA,NA
"","38038","CG16971",17,NA,NA,NA
"","40548","CG9772",29,NA,NA,NA
"","36718","Khc-73",69,NA,NA,NA
"","43695","CG15563",14,NA,NA,NA
"","41232","Npc2d",14,NA,NA,NA
"","35077","rdo",33,NA,NA,NA
"","43601","CG9733",15,NA,NA,NA
"","35882","CG8258",13,NA,NA,NA
"","39954","Oatp74D",35,NA,NA,NA
"","38072","CG17181",51,NA,NA,NA
"","38930","Rab-RP3",18,NA,NA,NA
"","37287","CG9864",12,NA,NA,NA
"","317916","825-Oak",9,NA,NA,NA
"","5740402","CG34345",17,NA,NA,NA
"","246609","CG30429",17,NA,NA,NA
"","43740","l(3)s1921",11,NA,NA,NA
"","33167","Nhe1",30,NA,NA,NA
"","32873","CG7058",37,NA,NA,NA
"","37578","CG4269",17,NA,NA,NA
"","42369","CG4538",24,NA,NA,NA
"","39440","caup",47,NA,NA,NA
"","36945","mbl",106,NA,NA,NA
"","32885","CG7332",14,NA,NA,NA
"","34886","CG15270",43,NA,NA,NA
"","44540","ct",62,NA,NA,NA
"","41366","mus309",26,NA,NA,NA
"","37637","asrij",8,NA,NA,NA
"","43391","CG9990",37,NA,NA,NA
"","32348","CG11095",10,NA,NA,NA
"","36952","cnk",25,NA,NA,NA
"","41066","osk",41,NA,NA,NA
"","32136","CG32662",15,NA,NA,NA
"","41963","CG8925",23,NA,NA,NA
"","37328","Hil",39,NA,NA,NA
"","40180","Ac76E",49,NA,NA,NA
"","37216","Tab2",20,NA,NA,NA
"","32273","sno",46,NA,NA,NA
"","42143","CG17802",12,NA,NA,NA
"","31617","shf",27,NA,NA,NA
"","35764","Hey",19,NA,NA,NA
"","31520","CG16721",23,NA,NA,NA
"","38220","CG18173",18,NA,NA,NA
"","250736","bwa",29,NA,NA,NA
"","246421","CG30055",23,NA,NA,NA
"","42663","Dph5",10,NA,NA,NA
"","36961","mthl3",18,NA,NA,NA
"","41543","CG5608",16,NA,NA,NA
"","49424","l(2)35Bg",32,NA,NA,NA
"","42101","Eh",17,NA,NA,NA
"","42455","CG42322",46,NA,NA,NA
"","31923","CG9691",15,NA,NA,NA
"","46158","l(3)04053",17,NA,NA,NA
"","35810","CG18449",16,NA,NA,NA
"","34447","CG7384",19,NA,NA,NA
"","43155","m2",20,NA,NA,NA
"","34063","CG7149",27,NA,NA,NA
"","33377","CG4238",28,NA,NA,NA
"","39619","Tom",22,NA,NA,NA
"","39543","CG17364",32,NA,NA,NA
"","3355131","cta",20,NA,NA,NA
"","32150","CG1840",25,NA,NA,NA
"","45382","ogre",20,NA,NA,NA
"","35888","CG8248",19,NA,NA,NA
"","7354437","CG42354",43,NA,NA,NA
"","42733","CG13830",33,NA,NA,NA
"","35430","tsh",21,NA,NA,NA
"","33135","CG12576",36,NA,NA,NA
"","44839","mud",23,NA,NA,NA
"","44274","disp",46,NA,NA,NA
"","43061","CG10550",14,NA,NA,NA
"","31310","dm",36,NA,NA,NA
"","3885647","Mitf",42,NA,NA,NA
"","40178","CG8004",19,NA,NA,NA
"","246566","cola",33,NA,NA,NA
"","319016","CG31904",9,NA,NA,NA
"","38370","Cht7",26,NA,NA,NA
"","42644","CG18594",12,NA,NA,NA
"","40945","CG2698",37,NA,NA,NA
"","39388","CG9760",44,NA,NA,NA
"","34925","l(2)35Di",10,NA,NA,NA
"","48311","Pkc53E",28,NA,NA,NA
"","33885","CG9498",20,NA,NA,NA
"","32572","dpr18",38,NA,NA,NA
"","39439","ara",24,NA,NA,NA
"","32159","gd",10,NA,NA,NA
"","33897","CG9523",28,NA,NA,NA
"","38381","CG14962",22,NA,NA,NA
"","5740348","Cpr65Ay",10,NA,NA,NA
"","43505","CG7609",21,NA,NA,NA
"","36042","CG12128",37,NA,NA,NA
"","36056","CG2269",33,NA,NA,NA
"","43756","CG11576",15,NA,NA,NA
"","31924","CG15249",12,NA,NA,NA
"","50466","CG10570",14,NA,NA,NA
"","32115","Ptp10D",63,NA,NA,NA
"","33836","ifc",22,NA,NA,NA
"","34701","CG9932",39,NA,NA,NA
"","39215","NijA",14,NA,NA,NA
"","42296","CG5835",13,NA,NA,NA
"","38477","CG11593",45,NA,NA,NA
"","37223","CG9416",17,NA,NA,NA
"","33332","CG7420",18,NA,NA,NA
"","35127","CG10343",12,NA,NA,NA
"","40429","CycH",18,NA,NA,NA
"","39270","scyl",40,NA,NA,NA
"","47384","sra",33,NA,NA,NA
"","40436","mub",69,NA,NA,NA
"","32297","CG1673",31,NA,NA,NA
"","42257","CG7720",15,NA,NA,NA
"","317915","CG32207",18,NA,NA,NA
"","39043","CG4911",39,NA,NA,NA
"","32073","CG1597",37,NA,NA,NA
"","37465","CG10082",26,NA,NA,NA
"","38958","mtrm",21,NA,NA,NA
"","38674","CG10479",35,NA,NA,NA
"","37920","CG11413",19,NA,NA,NA
"","40962","grn",50,NA,NA,NA
"","32743","RhoGAPp190",32,NA,NA,NA
"","49805","Spn4",32,NA,NA,NA
"","42841","Rab7",47,NA,NA,NA
"","39801","CG13041",12,NA,NA,NA
"","44219","Sr-CII",19,NA,NA,NA
"","33085","CG32512",27,NA,NA,NA
"","35341","cad",19,NA,NA,NA
"","39305","CG6083",11,NA,NA,NA
"","36403","CG12488",44,NA,NA,NA
"","43677","CG15553",16,NA,NA,NA
"","43794","Asator",60,NA,NA,NA
"","37786","TM4SF",48,NA,NA,NA
"","37646","CG3800",30,NA,NA,NA
"","39284","chrb",48,NA,NA,NA
"","35627","pgant3",33,NA,NA,NA
"","31187","wapl",31,NA,NA,NA
"","42187","CG7156",31,NA,NA,NA
"","41096","ird1",17,NA,NA,NA
"","41407","Ho",12,NA,NA,NA
"","34685","CG5792",10,NA,NA,NA
"","35695","CG1360",25,NA,NA,NA
"","32897","Obp18a",25,NA,NA,NA
"","3355123","CG40006",16,NA,NA,NA
"","40562","Spargel",32,NA,NA,NA
"","39813","CG4893",42,NA,NA,NA
"","31163","CG4406",16,NA,NA,NA
"","43649","Npc2h",34,NA,NA,NA
"","4379885","CG14042",45,NA,NA,NA
"","43098","Lgr3",21,NA,NA,NA
"","42017","CG10345",15,NA,NA,NA
"","40263","CG11796",15,NA,NA,NA
"","34463","CG31871",30,NA,NA,NA
"","41592","CG31342",50,NA,NA,NA
"","37742","CG5428",14,NA,NA,NA
"","45285","Dr",30,NA,NA,NA
"","44936","Eip93F",53,NA,NA,NA
"","33288","Pino",41,NA,NA,NA
"","37863","CG13569",35,NA,NA,NA
"","40289","CG13252",48,NA,NA,NA
"","43062","CG31087",10,NA,NA,NA
"","36816","CG7755",9,NA,NA,NA
"","31628","CG14435",33,NA,NA,NA
"","44497","Tollo",51,NA,NA,NA
"","36865","Picot",22,NA,NA,NA
"","40657","Snr1",3,NA,NA,NA
"","33553","CG15412",13,NA,NA,NA
"","317918","CG32213",9,NA,NA,NA
"","41870","ldlCp",28,NA,NA,NA
"","33479","CG3119",13,NA,NA,NA
"","40431","CG7414",16,NA,NA,NA
"","36805","CG15708",8,NA,NA,NA
"","36540","CG16935",9,NA,NA,NA
"","32001","Atg8a",31,NA,NA,NA
"","32834","CG15044",13,NA,NA,NA
"","39406","CG32105",28,NA,NA,NA
"","33275","GluRIIC",22,NA,NA,NA
"","37603","robo",59,NA,NA,NA
"","41698","Art9",26,NA,NA,NA
"","40790","TfIIFalpha",13,NA,NA,NA
"","34355","CG5731",16,NA,NA,NA
"","32000","CG1826",30,NA,NA,NA
"","31457","NAAT1",26,NA,NA,NA
"","36585","beta4GalNAcTA",43,NA,NA,NA
"","318981","CG31849",32,NA,NA,NA
"","44272","tio",12,NA,NA,NA
"","317833","CG32038",13,NA,NA,NA
"","42956","CG5807",41,NA,NA,NA
"","43276","CG31063",14,NA,NA,NA
"","40114","CG12519",9,NA,NA,NA
"","43111","CG17197",16,NA,NA,NA
"","35720","CG1946",8,NA,NA,NA
"","40252","CG33969",41,NA,NA,NA
"","246424","CG30058",19,NA,NA,NA
"","39035","CG5087",27,NA,NA,NA
"","31517","CG3033",25,NA,NA,NA
"","36137","CG12341",22,NA,NA,NA
"","34250","Cks30A",36,NA,NA,NA
"","44620","CG14630",13,NA,NA,NA
"","33922","CG13766",32,NA,NA,NA
"","44793","abo",18,NA,NA,NA
"","35608","Cyp6u1",16,NA,NA,NA
"","41988","ss",56,NA,NA,NA
"","39965","CG7510",41,NA,NA,NA
"","37500","CG9304",32,NA,NA,NA
"","33260","CG3662",37,NA,NA,NA
"","50281","BobA",22,NA,NA,NA
"","35718","CG1941",17,NA,NA,NA
"","40314","fng",25,NA,NA,NA
"","50196","CG5011",16,NA,NA,NA
"","50160","CG14645",25,NA,NA,NA
"","326160","ninaD",28,NA,NA,NA
"","41958","Sb",26,NA,NA,NA
"","38779","msl-3",39,NA,NA,NA
"","41420","CG6923",27,NA,NA,NA
"","31177","CG4025",23,NA,NA,NA
"","33059","run",30,NA,NA,NA
"","5740555","CG34293",13,NA,NA,NA
"","31667","Dok",38,NA,NA,NA
"","43636","CG9717",22,NA,NA,NA
"","43769","pan",54,NA,NA,NA
"","41212","CG16904",13,NA,NA,NA
"","32343","inaE",72,NA,NA,NA
"","37083","nopo",13,NA,NA,NA
"","33396","CG15385",33,NA,NA,NA
"","32088","CG11727",37,NA,NA,NA
"","36788","lbk",33,NA,NA,NA
"","43387","CG10011",36,NA,NA,NA
"","39858","Mo25",32,NA,NA,NA
"","44448","scrib",69,NA,NA,NA
"","42564","tsl",17,NA,NA,NA
"","34509","CG7309",19,NA,NA,NA
"","4379860","CG34131",23,NA,NA,NA
"","37627","CG13531",13,NA,NA,NA
"","39868","CG13026",25,NA,NA,NA
"","42542","lbe",6,NA,NA,NA
"","42689","Irp-1A",18,NA,NA,NA
"","32033","CG42339",22,NA,NA,NA
"","38893","CG7565",33,NA,NA,NA
"","50050","CG17278",23,NA,NA,NA
"","246418","CG30051",19,NA,NA,NA
"","40544","Syt14",23,NA,NA,NA
"","33540","CG9664",19,NA,NA,NA
"","41451","CG10005",32,NA,NA,NA
"","34351","Ripalpha",16,NA,NA,NA
"","43424","Ssl2",25,NA,NA,NA
"","32303","CG32635",30,NA,NA,NA
"","39036","Doc3",33,NA,NA,NA
"","34610","dgt2",17,NA,NA,NA
"","33933","CG13771",4,NA,NA,NA
"","42056","CG5220",20,NA,NA,NA
"","43034","CG10420",24,NA,NA,NA
"","41124","betaTub85D",21,NA,NA,NA
"","38938","CG13670",19,NA,NA,NA
"","38086","CG13894",30,NA,NA,NA
"","40912","CG34127",13,NA,NA,NA
"","42169","PP2A-B'",45,NA,NA,NA
"","36447","GLaz",12,NA,NA,NA
"","37266","Obp56d",21,NA,NA,NA
"","38415","CG14969",20,NA,NA,NA
"","36938","CG17290",16,NA,NA,NA
"","31843","fend",15,NA,NA,NA
"","34004","CG4567",20,NA,NA,NA
"","43158","HLHm5",30,NA,NA,NA
"","34569","salm",47,NA,NA,NA
"","34939","beat-Ib",26,NA,NA,NA
"","318682","CG31323",46,NA,NA,NA
"","42444","CG5466",44,NA,NA,NA
"","37811","CG16787",16,NA,NA,NA
"","31794","CG12112",16,NA,NA,NA
"","36732","Ranbp11",21,NA,NA,NA
"","41168","Scm",26,NA,NA,NA
"","42386","CG17190",14,NA,NA,NA
"","3346206","CG42313",35,NA,NA,NA
"","37694","CG9863",11,NA,NA,NA
"","37294","CG10444",28,NA,NA,NA
"","39441","mirr",44,NA,NA,NA
"","39575","CG7906",19,NA,NA,NA
"","41927","CG31183",26,NA,NA,NA
"","33818","CG9021",14,NA,NA,NA
"","34689","ACXC",29,NA,NA,NA
"","3772658","CG33722",39,NA,NA,NA
"","38452","Fie",25,NA,NA,NA
"","36507","CG33156",40,NA,NA,NA
"","37319","Cpr57A",44,NA,NA,NA
"","318677","CG31313",24,NA,NA,NA
"","35220","CG9987",13,NA,NA,NA
"","38689","CG42269",25,NA,NA,NA
"","34317","CG4592",10,NA,NA,NA
"","39679","CG7945",41,NA,NA,NA
"","43657","Cpr100A",22,NA,NA,NA
"","38091","emc",39,NA,NA,NA
"","50079","CG6503",20,NA,NA,NA
"","32263","CG4330",10,NA,NA,NA
"","41629","CG8630",28,NA,NA,NA
"","39555","CG6650",30,NA,NA,NA
"","35898","CG8229",22,NA,NA,NA
"","37652","CG9896",41,NA,NA,NA
"","248102","Gos28",18,NA,NA,NA
"","35741","CG12159",18,NA,NA,NA
"","38445","CG32262",12,NA,NA,NA
"","33838","Tsp26A",51,NA,NA,NA
"","43310","Klp98A",50,NA,NA,NA
"","36498","mars",19,NA,NA,NA
"","33442","CG9883",13,NA,NA,NA
"","41184","CG12950",16,NA,NA,NA
"","32798","Andorra",14,NA,NA,NA
"","32832","psh",11,NA,NA,NA
"","39872","CG9701",19,NA,NA,NA
"","41997","CG14883",26,NA,NA,NA
"","38288","oxt",27,NA,NA,NA
"","33431","CG9886",31,NA,NA,NA
"","42192","CG7146",18,NA,NA,NA
"","35116","MESR3",30,NA,NA,NA
"","35281","CG16772",15,NA,NA,NA
"","44054","crl",26,NA,NA,NA
"","38940","Cpr66Cb",36,NA,NA,NA
"","40886","Mst84Dd",11,NA,NA,NA
"","33180","CG3436",12,NA,NA,NA
"","34824","nimC4",9,NA,NA,NA
"","42871","Apc2",20,NA,NA,NA
"","35875","CG8272",34,NA,NA,NA
"","39629","Reck",46,NA,NA,NA
"","42849","CG5991",14,NA,NA,NA
"","318841","Bsg",40,NA,NA,NA
"","33835","eIF-4a",17,NA,NA,NA
"","38648","Usp36",7,NA,NA,NA
"","41026","CG8032",12,NA,NA,NA
"","33839","Gal",11,NA,NA,NA
"","42339","CG6231",21,NA,NA,NA
"","35712","CG12107",10,NA,NA,NA
"","44039","Pak",33,NA,NA,NA
"","35222","CG10237",15,NA,NA,NA
"","318753","CG31473",2,NA,NA,NA
"","43660","CG12071",42,NA,NA,NA
"","34003","CG13784",47,NA,NA,NA
"","33505","Chd1",15,NA,NA,NA
"","32257","lic",12,NA,NA,NA
"","59128","CG15107",14,NA,NA,NA
"","35138","CG17323",12,NA,NA,NA
"","34538","Ast-CC",10,NA,NA,NA
"","36565","Tango7",5,NA,NA,NA
"","3771920","PGRP-LD",38,NA,NA,NA
"","40179","RhoGDI",34,NA,NA,NA
"","34809","CG16886",40,NA,NA,NA
"","31297","CG14265",3,NA,NA,NA
"","40766","Osi12",19,NA,NA,NA
"","41126","alpha-Man-II",12,NA,NA,NA
"","43981","DIP1",13,NA,NA,NA
"","318064","stg1",30,NA,NA,NA
"","38100","CG13890",24,NA,NA,NA
"","35927","Su(var)2-10",29,"y","D","L"
"","40065","Ir75d",36,NA,NA,NA
"","33419","CG4272",35,NA,NA,NA
"","41472","CG4702",15,NA,NA,NA
"","41899","pxb",24,NA,NA,NA
"","32158","cac",33,NA,NA,NA
"","43982","Oamb",34,NA,NA,NA
"","34946","BicC",19,NA,NA,NA
"","318271","CG32971",6,NA,NA,NA
"","38067","klar",40,"n","L","D"
"","33373","Got2",13,NA,NA,NA
"","37567","CG10384",10,NA,NA,NA
"","31003","vnd",16,NA,NA,NA
"","41962","CG6006",46,NA,NA,NA
"","34850","osp",49,NA,NA,NA
"","37289","CG11055",27,NA,NA,NA
"","42965","CG10899",13,NA,NA,NA
"","31090","CG11448",44,NA,NA,NA
"","35652","Dscam",40,NA,NA,NA
"","38229","CG2021",5,NA,NA,NA
"","41392","Jupiter",32,NA,NA,NA
"","39002","Prm",55,NA,NA,NA
"","41720","140up",16,NA,NA,NA
"","35213","CG17544",10,NA,NA,NA
"","41144","by",27,NA,NA,NA
"","31089","CG32813",26,NA,NA,NA
"","32687","CG9086",20,NA,NA,NA
"","31598","l(1)G0148",17,NA,NA,NA
"","42883","CG13609",21,NA,NA,NA
"","39319","CG11658",13,NA,NA,NA
"","37662","Fib",18,NA,NA,NA
